43.2633623;-2.934635;7;BU;Plaza Moyua (Deutsche Bank)
43.2628759;-2.9343164;7;ME;Plaza Moyua (Carlton)
43.2625399;-2.9352324;5;TA;Avenida Rekalde (Carlton)
